Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,3:11.40,4:14.04,3:22.46,3:11.40,3:35.97,https://www.facebook.com/events/175752445390498/permalink/184146884551054,
Glyn Brown,40+,,4:34.39,4:19.96,4:22.54,4:19.96,4:25.63,https://www.facebook.com/events/175752445390498/permalink/182829041349505,
Dan Smith,50+,2018SMIT42,5:44.89,6:37.98,DNS,5:44.89,DNF,https://www.facebook.com/events/175752445390498/permalink/180348038264272,
