Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Yuichi Hamada,40+,2012HAMA02,11,10,55:24,https://www.facebook.com/events/1486483778369091/permalink/1490555891295213,
Jae Park,50+,2015PARK24,13,9,42:20,https://www.facebook.com/events/1486483778369091/permalink/1495238897493579,
Anthony Rochester,40+,2019ROCH03,9,5,37:08,https://www.facebook.com/events/1486483778369091/permalink/1490631254621010,
