Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,13.86,11.98,15.12,16.24,13.57,11.98,14.18,https://www.facebook.com/events/318989363128881/permalink/328316865529464,
Ed Connell,<40,2018CONN04,14.98,17.32,16.72,15.44,17.05,14.98,16.40,https://www.facebook.com/events/318989363128881/permalink/324038679290616,
Geoff Hartnell,40+,2017HART06,14.61,15.26,17.13,18.46,16.92,14.61,16.44,https://www.facebook.com/events/318989363128881/permalink/328224442205373,
JM Tambaoan,40+,,24.06,18.38,18.59,17.90,18.67,17.90,18.54,https://www.facebook.com/events/318989363128881/permalink/326659752361842,
Pete Lee,<40,2018LEEP04,18.08,16.92,21.12,19.30,21.17,16.92,19.50,https://www.facebook.com/events/318989363128881/permalink/324174952610322,
Yi-Wei Chen,40+,2020CHEN34,20.93,19.70,20.13,19.17,19.35,19.17,19.73,https://www.facebook.com/events/318989363128881/permalink/321799749514509,
Anthony Rochester,40+,2019ROCH03,22.89,20.44,19.80,17.84,20.04,17.84,20.09,https://www.facebook.com/events/318989363128881/permalink/326931445668006,
Toby Chamberlain,40+,,24.70,23.07,26.75,39.39,21.63,21.63,24.84,https://www.facebook.com/520891933/videos/286476289880511,
Daniel Smith,50+,2018SMIT42,27.90,22.68,25.89,23.90,31.03,22.68,25.90,https://www.facebook.com/events/318989363128881/permalink/328347518859732,
John Neo Stanley,50+,,28.31,25.54,29.69,26.42,28.12,25.54,27.62,https://www.facebook.com/events/318989363128881/permalink/328040062223811,"Been a while, but back with improvements LOL"
Lisa Kucala,50+,2019KUCA01,32.91,34.75,24.44,28.15,27.67,24.44,29.58,https://www.facebook.com/events/318989363128881/permalink/324323449262139,
Mickey Doyle,40+,,34.40,40.64,41.57,42.21,41.54,34.40,41.25,https://www.facebook.com/events/318989363128881/permalink/328153678879116,
