Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Chris Wright,50+,2011WRIG01,14.41,16.49,14.31,16.99,13.78,13.78,15.07,https://www.facebook.com/events/1659713531529180/permalink/1665685614265305,
Daniel Houghton,40+,2016HOUG03,16.21,16.09,15.25,15.85,13.59,13.59,15.73,https://www.facebook.com/events/1659713531529180/permalink/1664195371080996,
Glyn Brown,40+,2023BROW47,17.80,32.95,16.42,15.66,15.79,15.66,16.67,https://www.facebook.com/events/1659713531529180/permalink/1665713594262507,
Toby Chamberlain,50+,2022CHAM03,17.61,17.02,16.57,17.24,DNF,16.57,17.29,https://www.facebook.com/events/1659713531529180/permalink/1668642133969653,
Pete Lee,40+,2018LEEP04,18.81,24.17,29.98,15.75,18.75,15.75,20.58,https://www.facebook.com/events/1659713531529180/permalink/1664979444335922,
Shen Flindell,50+,2023FLIN02,23.40,22.08,13.32,27.39,18.59,13.32,21.36,https://www.facebook.com/745394767/videos/824317356471836,
Dan Smith,50+,2018SMIT42,25.02,26.54,21.92,23.76,28.26,21.92,25.11,https://www.facebook.com/events/1659713531529180/permalink/1665624277604772,
Mickey Doyle,50+,2021DOYL02,28.58,20.27,27.88,19.39,28.87,19.39,25.58,https://www.facebook.com/events/1659713531529180/permalink/1666021430898390,
Lisa Kucala,60+,2019KUCA01,27.67,26.12,25.78,31.49,24.36,24.36,26.52,https://www.facebook.com/events/1659713531529180/permalink/1668510337316166,
Adam Leyton,40+,2024LEYT01,36.53,28.98,28.48,24.82,DNF,24.82,31.33,https://www.facebook.com/events/1659713531529180/permalink/1664982264335640,
Kristina Lim,50+,2022LIMK02,53.86,56.69,40.37,41.12,31.96,31.96,45.12,https://www.facebook.com/1045330593/videos/490841357233090,
Joe Kucala,60+,2022KUCA01,48.60,46.23,46.59,1:17.33,44.57,44.57,47.14,https://www.facebook.com/events/1659713531529180/permalink/1668445273989339,
