Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,14.73,16.27,12.18,12.09,13.03,12.09,13.31,https://www.facebook.com/events/718285385437639/permalink/723753741557470,
Jae Park,40+,2015PARK24,36.02,40.34,30.67,28.82,31.68,28.82,32.79,https://www.facebook.com/events/718285385437639/permalink/720435565222621,
Daniel Smith,50+,2018SMIT42,31.06,41.32,52.76,43.23,28.95,28.95,38.53,https://www.facebook.com/events/718285385437639/permalink/722791974986980,
