Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Chris Wright,50+,2011WRIG01,1:59.74,2:12.18,1:57.35,1:57.59,1:45.99,1:45.99,1:58.23,https://www.facebook.com/events/288128664385253/permalink/301687899695996,
Pete Lee,40+,2018LEEP04,1:56.79,2:04.93,1:52.38,2:06.40,2:58.44,1:52.38,2:02.71,https://www.facebook.com/events/288128664385253/permalink/294961673701952,
Mickey Doyle,50+,2021DOYL02,1:59.79,2:46.09,2:49.88,2:32.62,3:43.85,1:59.79,2:42.86,https://www.facebook.com/events/288128664385253/permalink/303075842890535,
Lisa Kucala,60+,2019KUCA01,3:10.04,2:58.97,3:16.26,DNS,DNS,2:58.97,3:08.42,https://www.facebook.com/events/288128664385253/permalink/303862606145192,
Gordon Holey,40+,2021HOLE01,4:12.16,4:43.84,DNS,DNS,DNS,4:12.16,DNF,https://www.facebook.com/766997877/videos/966163828282935,
