Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Chris Wright,50+,2011WRIG01,31.80,29.65,34.17,DNF,35.42,29.65,33.80,https://www.facebook.com/events/288128664385253/permalink/301749046356548,
Mickey Doyle,50+,2021DOYL02,55.07,1:01.27,46.54,DNS,DNS,46.54,54.29,https://www.facebook.com/events/288128664385253/permalink/303075726223880,
Gordon Holey,40+,2021HOLE01,58.55,54.16,1:08.35,DNS,DNS,54.16,1:00.35,https://www.facebook.com/766997877/videos/1416131506452908,
Kristina Lim,50+,2022LIMK02,1:07.50,1:13.27,1:09.18,DNS,DNS,1:07.50,1:09.98,https://www.facebook.com/1045330593/videos/1125521998690606,
Dan Smith,50+,2018SMIT42,1:55.04,1:45.64,1:47.19,DNS,DNS,1:45.64,1:49.29,https://www.facebook.com/events/288128664385253/permalink/299547909909995,
