Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,27,27,DNF,27,DNF,https://www.facebook.com/events/399729569502315/permalink/400536866088252,
Richard Taylor,50+,2015TAYL04,35,29,DNF,29,DNF,https://www.facebook.com/events/399729569502315/permalink/401889082619697,
Kristina Lim,50+,2022LIMK02,DNF,DNF,42,42,DNF,https://www.facebook.com/events/399729569502315/permalink/401554829319789,
