Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,14.12,20.57,14.55,18.66,15.03,14.12,16.08,https://www.facebook.com/events/1398919087967450/permalink/1406220540570638,
Glyn Brown,40+,2023BROW47,16.97,18.41,13.97,15.84,17.67,13.97,16.83,https://www.facebook.com/events/1398919087967450/permalink/1401768514349174,
Toby Chamberlain,50+,2022CHAM03,14.55,18.50,17.63,15.66,17.40,14.55,16.90,https://www.facebook.com/events/1398919087967450/permalink/1408176057041753,
Fred Johnson,<40,2006JOHN01,16.72,18.61,17.67,20.36,17.91,16.72,18.06,https://www.facebook.com/frederick.g.johnson/videos/9813637075346276,
Mickey Doyle,50+,2021DOYL02,24.12,21.89,20.24,22.14,22.46,20.24,22.16,https://www.facebook.com/events/1398919087967450/permalink/1408533223672703,
Lisa Kucala,60+,2019KUCA01,24.34,22.02,24.48,22.58,24.36,22.02,23.76,https://www.facebook.com/events/1398919087967450/permalink/1406824967176862,
Dan Smith,50+,2018SMIT42,25.47,34.33,24.01,23.38,27.18,23.38,25.55,https://www.facebook.com/events/1398919087967450/permalink/1406723517187007,
Joe Kucala,60+,2022KUCA01,38.94,36.40,35.12,34.05,34.76,34.05,35.43,https://www.facebook.com/events/686757560572325/permalink/705646568683424,
Kristina Lim,50+,2022LIMK02,27.30,1:08.06,35.43,34.45,39.33,27.30,36.40,https://www.facebook.com/events/1398919087967450/permalink/1408206557038703,
J.M. Gerardo,50+,2022GERA05,1:17.72,59.78,44.93,1:20.83,49.61,44.93,1:02.37,https://www.facebook.com/events/686757560572325/permalink/707576268490454,better setup... still nervous...
