Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,9,5,45:41,https://www.facebook.com/events/1232268805133816/permalink/1239107821116581,
Toby Chamberlain,50+,2022CHAM03,7,2,29:41,https://www.facebook.com/events/1232268805133816/permalink/1241261040901259,
