Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,14.19,12.88,17.27,13.95,16.90,12.88,15.01,https://www.facebook.com/events/1031082051776253/permalink/1039271330957325,
Glyn Brown,40+,2023BROW47,15.03,20.22,15.25,13.47,21.70,13.47,16.83,https://www.facebook.com/events/1031082051776253/permalink/1039476457603479,
Andy Nicholls,40+,2015NICH04,16.64,15.69,18.75,14.68,18.97,14.68,17.03,https://www.facebook.com/events/1031082051776253/permalink/1031670578384067,
Toby Chamberlain,50+,2022CHAM03,18.60,15.34,17.11,19.12,19.64,15.34,18.28,https://www.facebook.com/events/1031082051776253/permalink/1037817347769390,
Pete Lee,40+,2018LEEP04,18.19,18.49,22.61,22.42,13.13,13.13,19.70,https://www.facebook.com/events/1031082051776253/permalink/1034379801446478,
Mickey Doyle,50+,2021DOYL02,22.79,22.46,33.03,27.79,22.65,22.46,24.41,https://www.facebook.com/events/1031082051776253/permalink/1038235124394279,
Dan Smith,50+,2018SMIT42,24.38,24.51,28.31,23.75,24.90,23.75,24.60,https://www.facebook.com/events/1031082051776253/permalink/1039315880952870,
Lisa Kucala,60+,2019KUCA01,27.78,22.83,43.05,22.82,33.36,22.82,27.99,https://www.facebook.com/events/1031082051776253/permalink/1039477897603335,
Kristina Lim,50+,2022LIMK02,35.71,1:07.83,45.38,38.20,34.37,34.37,39.76,https://www.facebook.com/1045330593/videos/364303132969470,
Joe Kucala,60+,2022KUCA01,47.38,57.47,49.18,1:09.61,47.67,47.38,51.44,https://www.facebook.com/events/1031082051776253/permalink/1038921807658944,
Glenn Koster,40+,2022JRGL01,54.86,58.33,1:04.72,52.31,1:11.99,52.31,59.30,https://www.facebook.com/events/1031082051776253/permalink/1039277210956737,I messed up the scramble on solve 5 and had to rescramble it
