Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Peter Andersson,60+,2013ANDE01,DNF,11:47.25,10:07.97,10:07.97,DNF,https://www.facebook.com/events/3671827413056432/permalink/3674324662806707,
Andy Nicholls,40+,2015NICH04,DNF,DNF,16:46.77,16:46.77,DNF,https://www.facebook.com/events/3671827413056432/permalink/3672488632990310,
