Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,13.17,11.81,13.97,10.43,13.49,10.43,12.82,https://www.facebook.com/events/355672432175632/permalink/360671078342434,
Shawn Boucké,<40,2016BOUC01,14.25,15.69,15.32,15.39,14.38,14.25,15.03,https://www.facebook.com/events/355672432175632/permalink/356992458710296,
Ed Connell,<40,2018CONN04,16.35,15.90,20.72,14.83,14.40,14.40,15.69,https://www.facebook.com/events/355672432175632/permalink/359167485159460,
Fumiki Koseki,40+,2005KOSE01,14.72,25.63,15.95,16.58,16.85,14.72,16.46,https://www.facebook.com/events/355672432175632/permalink/359811581761717,
Christoph Woittequand,40+,2005WOIT01,19.67,19.31,17.55,12.05,19.88,12.05,18.84,https://www.facebook.com/events/355672432175632/permalink/360062621736613,My best single recorded ... Thanks to this great Group!
Pete Lee,<40,2018LEEP04,18.55,17.92,19.44,24.43,23.53,17.92,20.51,https://www.facebook.com/events/355672432175632/permalink/359974061745469,
Anthony Rochester,40+,2019ROCH03,22.51,25.09,22.27,20.75,18.81,18.81,21.84,https://www.facebook.com/events/355672432175632/permalink/356440932098782,
Yi-Wei Chen,40+,,19.09,21.39,23.23,20.94,32.46,19.09,21.85,https://www.facebook.com/events/355672432175632/permalink/359907135085495,
Greg Simmons,<40,,25.45,22.88,21.93,29.12,22.86,21.93,23.73,https://www.facebook.com/events/355672432175632/permalink/360878764988332,
Daniel Smith,50+,2018SMIT42,30.24,30.40,26.41,26.20,31.33,26.20,29.01,https://www.facebook.com/events/355672432175632/permalink/360858188323723,
Lisa Kucala,50+,2019KUCA01,28.70,24.46,34.41,26.52,36.95,24.46,29.88,https://www.facebook.com/events/355672432175632/permalink/360041211738754,
