Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.70,10.08,12.92,8.93,11.75,8.93,11.18,https://www.facebook.com/events/802754890451423/permalink/810462349680677,
Enrymar Cisneros,<40,2013CISN01,13.02,12.82,12.35,14.65,14.89,12.35,13.50,https://www.facebook.com/events/802754890451423/permalink/810387573021488,
Ed Connell,<40,2018CONN04,14.60,15.44,19.53,15.97,19.60,14.60,16.98,https://www.facebook.com/events/802754890451423/permalink/808070493253196,
Geoff Hartnell,40+,2017HART06,17.94,17.60,21.90,17.70,18.44,17.60,18.03,https://www.facebook.com/events/802754890451423/permalink/807011106692468,
Pete Lee,<40,2018LEEP04,17.12,16.79,20.52,19.34,32.92,16.79,18.99,https://www.facebook.com/events/802754890451423/permalink/805926060134306,
Newton Nguyen,<10,2019NGUY30,17.53,19.21,28.94,22.27,23.78,17.53,21.75,https://www.facebook.com/events/802754890451423/permalink/806631253397120,
JM Tambaoan,40+,,16.85,25.91,23.22,21.13,21.68,16.85,22.01,https://www.facebook.com/events/802754890451423/permalink/805360693524176,
Anthony Rochester,40+,2019ROCH03,26.19,20.79,23.86,25.89,19.09,19.09,23.51,https://www.facebook.com/events/802754890451423/permalink/808921356501443,
Toby Chamberlain,40+,,19.58,23.11,21.64,25.84,42.57,19.58,23.53,https://www.facebook.com/520891933/videos/10159529318601934,
Daniel Smith,50+,2018SMIT42,25.82,24.41,25.96,23.23,30.25,23.23,25.39,https://www.facebook.com/events/802754890451423/permalink/810519909674921,
Huy Nguyen,40+,2019NGUY29,32.88,30.60,23.95,27.07,22.89,22.89,27.21,https://www.facebook.com/events/802754890451423/permalink/806631253397120,
Joshua Riegel,<30,2019RIEG02,31.94,34.77,23.70,42.65,26.61,23.70,31.11,https://www.facebook.com/events/802754890451423/permalink/810442773015968,
Kerry Go,50+,2019GOKE01,24.84,29.53,28.69,36.52,1:01.60,24.84,31.58,https://www.facebook.com/events/802754890451423/permalink/806698490057063,
Chris Thames,<40,2019THAM05,32.77,33.85,30.52,30.34,32.46,30.34,31.92,https://www.facebook.com/events/802754890451423/permalink/806596666733912,
Nick Agatyn,<40,,27.28,32.31,48.41,35.03,30.91,27.28,32.75,https://www.facebook.com/757743227/videos/10161121207328228,
Jae Park,50+,2015PARK24,29.58,39.49,35.27,36.90,47.41,29.58,37.22,https://www.facebook.com/events/802754890451423/permalink/803859113674334,
