Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,14.40,13.57,21.52,13.38,13.93,13.38,13.97,https://www.facebook.com/events/893368394782856/permalink/901925467260482,
Ed Connell,<40,2018CONN04,14.66,DNF,13.47,17.15,15.62,13.47,15.81,https://www.facebook.com/events/893368394782856/permalink/901622303957465,
Anthony Rochester,40+,2019ROCH03,14.70,19.64,19.45,13.01,14.57,13.01,16.24,https://www.facebook.com/events/893368394782856/permalink/895966414523054,pb single
Jae Park,50+,2015PARK24,35.74,DNF,27.21,29.97,33.32,27.21,33.01,https://www.facebook.com/events/893368394782856/permalink/894635847989444,
