Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.15,10.98,11.72,10.11,11.08,10.11,11.07,https://www.facebook.com/events/804969103386330/permalink/808556873027553,
Enrymar Cisneros,<40,2013CISN01,15.15,13.35,16.35,13.60,14.21,13.35,14.32,https://www.facebook.com/events/804969103386330/permalink/808699253013315,
Fumiki Koseki,40+,2005KOSE01,18.51,17.56,16.59,15.90,19.55,15.90,17.55,https://www.facebook.com/events/804969103386330/permalink/808502493032991,
Geoff Hartnell,40+,2017HART06,18.84,19.09,19.90,15.81,19.75,15.81,19.23,https://www.facebook.com/events/804969103386330/permalink/808488466367727,
Yi-Wei Chen,40+,,22.18,20.49,23.67,18.97,20.82,18.97,21.16,https://www.facebook.com/events/804969103386330/permalink/806050943278146,
Pete Lee,<40,2018LEEP04,22.98,19.91,20.63,19.42,26.12,19.42,21.17,https://www.facebook.com/events/804969103386330/permalink/808426289707278,
Anthony Rochester,40+,2019ROCH03,22.70,20.35,22.33,22.89,32.10,20.35,22.64,https://www.facebook.com/events/804969103386330/permalink/806279833255257,
Ed Connell,<40,2018CONN04,23.93,24.61,20.55,23.91,21.44,20.55,23.09,https://www.facebook.com/events/804969103386330/permalink/807245639825343,
Greg Simmons,<40,,22.75,26.24,28.79,23.78,24.66,22.75,24.89,https://www.facebook.com/61305327/videos/10102424987672674,
Daniel Smith,50+,2018SMIT42,30.05,25.46,27.11,22.69,24.65,22.69,25.74,https://www.facebook.com/events/804969103386330/permalink/808623509687556,
