Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,12,11,56:02,https://www.facebook.com/events/4232800123710448/permalink/4242856899371437,
Toby Chamberlain,50+,2022CHAM03,9,6,40:10,https://www.facebook.com/events/4232800123710448/permalink/4240970379560089,
