Name,Age,Average,Best,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Link,Comment
Go-ho Choi,<40,24.49,22.35,26.46,22.89,22.35,29.99,24.13,https://www.facebook.com/events/982619255468618/permalink/987264148337462,
Michael George,40+,25.23,20.47,23.91,20.47,27.25,34.50,24.53,https://www.facebook.com/events/982619255468618/permalink/983679218695955,
Thierry Boisivon,40+,34.08,25.66,26.96,45.27,25.66,37.21,38.08,https://www.facebook.com/events/982619255468618/permalink/986831878380689,
Geoff Hartnell,40+,36.20,28.46,38.45,38.69,31.45,28.46,45.15,https://www.facebook.com/events/982619255468618/permalink/984296091967601,
Ed Connell,<40,39.01,30.08,30.08,1:38.59,46.42,39.87,30.75,https://www.facebook.com/events/982619255468618/permalink/985752388488638,
Pete Lee,<40,47.46,45.32,49.40,45.32,45.37,47.61,1:03.60,https://www.facebook.com/events/982619255468618/permalink/985950998468777,
