Name,Age,Average,Best,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Link,Comment
Go-ho Choi,<40,1:31.09,1:26.13,1:26.13,1:30.33,1:29.77,1:33.16,1:44.65,https://www.facebook.com/events/1400953806773430/permalink/1406006899601454/,
Michael George,40+,2:02.27,1:57.44,2:22.78,1:59.27,2:05.30,1:57.44,2:02.24,https://www.facebook.com/events/1400953806773430/permalink/1402162106652600/,
Geoff Hartnell,40+,2:07.22,2:02.76,2:06.12,2:02.76,2:28.16,2:10.79,2:04.75,https://www.facebook.com/events/1400953806773430/permalink/1403512099850934/,
Ciro Vignotto,50+,2:18.73,2:13.97,2:24.55,2:13.97,2:17.50,2:37.46,2:14.15,https://www.facebook.com/events/1400953806773430/permalink/1402097503325727/,
Ed Connell,<40,2:38.29,2:27.77,2:27.77,2:42.38,2:44.73,DNS,DNS,https://www.facebook.com/events/1400953806773430/permalink/1404474776421333/,Lerning Yau
Pete Lee,<40,2:43.74,2:30.37,2:30.37,2:58.85,2:42.02,DNS,DNS,https://www.facebook.com/events/1400953806773430/permalink/1405529259649218/,
Aaron Cumes,40+,2:48.27,2:28.62,2:41.26,2:28.62,3:14.93,DNS,DNS,https://www.facebook.com/events/1400953806773430/permalink/1401875770014567/,
Daniel Smith,50+,3:09.44,2:38.86,3:11.68,3:07.92,3:24.15,3:08.73,2:38.86,https://www.facebook.com/events/1400953806773430/permalink/1405783112957166/,
