Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Mickey Doyle,40+,2021DOYL02,3:12.76,3:01.11,2:57.13,DNS,DNS,2:57.13,3:03.67,https://www.facebook.com/events/865213714460720/permalink/874316496883775,
Dan Smith,50+,2018SMIT42,5:48.99,4:54.66,DNS,DNS,DNS,4:54.66,DNF,https://www.facebook.com/events/865213714460720/permalink/866733184308773,
