Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,14.26,12.57,14.63,13.42,14.10,12.57,13.93,https://www.facebook.com/events/748440219235440/permalink/752571182155677,
Michael George,40+,2015GEOR02,18.99,13.99,13.70,22.90,13.73,13.70,15.57,https://www.facebook.com/michael.george.545/videos/10214116381383875,Strewth... counting 18.99
Ed Connell,<40,2018CONN04,17.29,17.31,15.44,19.00,16.80,15.44,17.13,https://www.facebook.com/events/748440219235440/permalink/751568872255908,
Thierry Boisivon,40+,2011BOIS01,15.11,16.54,17.75,17.96,17.82,15.11,17.37,https://www.facebook.com/events/748440219235440/permalink/749239179155544,
Geoff Hartnell,40+,2017HART06,26.71,16.71,20.49,18.14,15.58,15.58,18.45,https://www.facebook.com/events/748440219235440/permalink/751521218927340,
Rob Peters,40+,2016PETE06,19.70,18.05,18.46,16.97,19.19,16.97,18.57,https://www.facebook.com/667027593/videos/10158626415757594,
Pete Lee,<40,2018LEEP04,20.09,19.34,17.32,17.65,24.59,17.32,19.02,https://www.facebook.com/events/748440219235440/permalink/751536765592452,
Newton Nguyen,<10,2019NGUY30,23.09,21.72,17.08,15.42,19.73,15.42,19.51,https://www.facebook.com/events/748440219235440/permalink/752936618785800,
Aaron Cumes,40+,2018CUME02,21.22,32.54,15.66,20.58,17.59,15.66,19.79,https://www.facebook.com/events/748440219235440/permalink/748806815865447,
Anthony Rochester,40+,2019ROCH03,20.67,21.94,25.61,20.70,21.39,20.67,21.34,https://www.facebook.com/events/748440219235440/permalink/750103462402449,
Yi-Wei Chen,40+,,22.24,24.05,21.93,21.87,26.63,21.87,22.74,https://www.facebook.com/events/748440219235440/permalink/752824328797029,
Huy Nguyen,40+,2019NGUY29,21.53,23.67,DNF,21.71,23.51,21.53,22.96,https://www.facebook.com/events/748440219235440/permalink/752936618785800,
Matthew Hart,<40,2019HART11,26.64,19.34,28.30,23.80,18.91,18.91,23.26,https://www.facebook.com/events/748440219235440/permalink/749073502505445,
Daniel Smith,50+,2018SMIT42,30.34,21.82,25.41,25.97,26.05,21.82,25.81,https://www.facebook.com/events/748440219235440/permalink/752547638824698,
Greg Simmons,<40,,25.41,24.17,27.70,27.51,28.40,24.17,26.87,https://www.facebook.com/events/748440219235440/permalink/751174352295360,
Jan Adams-Fielding,40+,,31.39,28.70,32.81,26.41,27.31,26.41,29.13,https://www.facebook.com/events/748440219235440/permalink/753109585435170,
Joffie Berkowitz,50+,2016BERK01,29.84,36.40,30.48,31.25,30.69,29.84,30.81,https://www.facebook.com/joffie.berkowitz/videos/10164016563365128,
Scott Knight,<30,,26.97,33.42,36.91,29.88,31.66,26.97,31.66,https://www.facebook.com/500490144/videos/10164219289440145,Took one of the extra scrambles as my timer was set to split mode when i tried to do the first.
Chris Thames,<40,2019THAM05,36.52,39.24,17.55,36.82,47.25,17.55,37.53,https://www.facebook.com/events/748440219235440/permalink/751573282255467,PB solve 3 thought I misscrambled it but after checking it was correctly scrambled
Marcel Balzer,40+,,36.70,34.37,38.98,DNF,42.50,34.37,39.39,https://www.facebook.com/marcel.balzer.9216/videos/10160299822867516,
