Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,28,33,34,28,31.67,https://www.facebook.com/events/424553657178959/permalink/430262066608118,
Anthony Rochester,40+,2019ROCH03,38,34,36,34,36.00,https://www.facebook.com/events/424553657178959/permalink/425455807088744,pr mo3
Kristina Lim,50+,2022LIMK02,36,DNF,50,36,DNF,https://www.facebook.com/events/424553657178959/permalink/425183560449302,
Richard Taylor,50+,2015TAYL04,36,DNF,DNF,36,DNF,https://www.facebook.com/events/424553657178959/permalink/425705073730484,
