Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Peter Andersson,60+,2013ANDE01,3,2,12:48,https://www.facebook.com/events/979227970272757/permalink/987762586085962,
Anthony Rochester,40+,2019ROCH03,17,8,DNF,https://www.facebook.com/events/979227970272757/permalink/980548973473990,
