Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Anthony Rochester,40+,2019ROCH03,17,11,50:27,https://www.facebook.com/events/1066743153928061/permalink/1071565733445803,
Ed Connell,<40,2018CONN04,2,1,9:53,https://www.facebook.com/events/1066743153928061/permalink/1074961976439512,
