Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Daniel Houghton,40+,2016HOUG03,7,6,43:38,https://www.facebook.com/events/585513520866394/permalink/594243749993371,
Shen Flindell,50+,2023FLIN02,4,3,19:50,https://www.facebook.com/745394767/videos/1109001773736569,
Toby Chamberlain,50+,2022CHAM03,5,3,28:18,https://www.facebook.com/events/585513520866394/permalink/593270893423990,
