Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,15.93,16.20,17.50,22.59,14.14,14.14,16.54,https://www.facebook.com/events/1518773368939011/permalink/1525793748236973,
Ed Connell,<40,2018CONN04,18.88,20.92,14.76,15.33,15.52,14.76,16.58,https://www.facebook.com/events/1518773368939011/permalink/1526634644819550,
Toby Chamberlain,50+,2022CHAM03,20.11,17.06,17.99,19.14,22.46,17.06,19.08,https://www.facebook.com/events/1518773368939011/permalink/1526234368192911,
Mickey Doyle,50+,2021DOYL02,22.17,22.58,22.38,21.86,27.80,21.86,22.38,https://www.facebook.com/events/1518773368939011/permalink/1526198238196524,
Lisa Kucala,50+,2019KUCA01,23.79,28.38,23.99,25.04,29.56,23.79,25.80,https://www.facebook.com/events/1518773368939011/permalink/1525354848280863,
Dan Smith,50+,2018SMIT42,23.67,24.91,27.47,30.15,28.53,23.67,26.97,https://www.facebook.com/events/1518773368939011/permalink/1524721341677547,
Peter Andersson,60+,2013ANDE01,29.56,29.27,26.13,27.95,27.23,26.13,28.15,https://www.facebook.com/events/1518773368939011/permalink/1523987021750979,
Andrew Fischer,40+,,32.14,24.34,32.15,32.26,34.19,24.34,32.18,https://www.facebook.com/403917/videos/2397316917108115,
Joe Kucala,60+,2022KUCA01,1:00.39,38.74,47.41,53.72,49.22,38.74,50.12,https://www.facebook.com/events/1518773368939011/permalink/1524254438390904,It feels good to finally get below 1 minute consistantly
Kristina Lim,50+,2022LIMK02,52.90,47.58,1:05.10,53.95,59.54,47.58,55.46,https://www.facebook.com/1045330593/videos/858220559026915,scramble 3 is last due to cstimer glitch
