Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Peter Andersson,60+,2013ANDE01,9,7,43:27,https://www.facebook.com/events/1178365719879226/permalink/1184562292592902,
Michael Lee,40+,2023LEEM05,6,5,48:09,https://www.facebook.com/events/1178365719879226/permalink/1185885289127269,
