Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,18.71,16.19,14.90,14.90,16.32,14.90,15.80,https://www.facebook.com/events/909767637577126/permalink/918721016681788,
Glyn Brown,40+,2023BROW47,18.04,15.72,16.52,14.57,16.73,14.57,16.32,https://www.facebook.com/events/909767637577126/permalink/916045516949338,
Toby Chamberlain,50+,2022CHAM03,15.44,17.82,17.23,19.07,20.24,15.44,18.04,https://www.facebook.com/events/909767637577126/permalink/918454153375141,
Shen Flindell,50+,2023FLIN02,25.48,21.51,12.75,15.19,19.19,12.75,18.63,https://www.facebook.com/events/909767637577126/permalink/915599990327224,
Yi-Wei Chen,40+,,22.97,20.33,18.32,15.72,17.62,15.72,18.76,https://www.facebook.com/events/909767637577126/permalink/916378620249361,
Pete Lee,40+,2018LEEP04,22.84,19.23,19.01,18.56,20.60,18.56,19.61,https://www.facebook.com/events/909767637577126/permalink/918042280082995,
Mickey Doyle,50+,2021DOYL02,25.89,24.40,27.44,22.77,19.42,19.42,24.35,https://www.facebook.com/events/909767637577126/permalink/918843726669517,
Dan Smith,50+,2018SMIT42,23.38,30.27,35.37,23.41,25.61,23.38,26.43,https://www.facebook.com/events/909767637577126/permalink/919309909956232,
Lisa Kucala,60+,2019KUCA01,26.61,28.76,25.42,29.67,28.85,25.42,28.07,https://www.facebook.com/events/909767637577126/permalink/918855780001645,
Kristina Lim,50+,2022LIMK02,37.13,58.88,45.46,43.09,44.84,37.13,44.46,https://www.facebook.com/1045330593/videos/1830956307388227,
Joe Kucala,60+,2022KUCA01,52.49,1:07.27,39.96,49.57,44.24,39.96,48.77,https://www.facebook.com/events/909767637577126/permalink/918848933335663,
