Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Geoff Hartnell,40+,2017HART06,1:44.14,1:43.71,1:37.47,1:39.53,1:34.53,1:34.53,1:40.24,https://www.facebook.com/events/261213032615951/permalink/266315028772418,
Konsta Jukka,40+,2008JUKK01,1:44.15,1:32.30,1:37.98,1:59.53,1:43.31,1:32.30,1:41.81,https://www.facebook.com/events/261213032615951/permalink/270249691712285,
