Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Anthony Rochester,40+,2019ROCH03,17,12,56:07,https://www.facebook.com/events/307788960729409/permalink/313929030115402,
Huy Nguyen,40+,2019NGUY29,5,5,27:19,https://www.facebook.com/events/307788960729409/permalink/315434876631484,
Peter Andersson,50+,2013ANDE01,11,8,52:24,https://www.facebook.com/events/307788960729409/permalink/311480793693559,
Jae Park,50+,2015PARK24,2,2,2:15,https://www.facebook.com/events/307788960729409/permalink/313317030176602,
Ed Connell,<40,2018CONN04,2,1,DNF,https://www.facebook.com/events/307788960729409/permalink/310951807079791,
