Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.17,10.99,11.26,14.10,10.05,10.05,11.14,https://www.facebook.com/events/261213032615951/permalink/270249691712285,
Enrymar Cisneros,<40,2013CISN01,11.86,12.41,14.28,15.53,13.10,11.86,13.26,https://www.facebook.com/events/261213032615951/permalink/270034938400427,
Shawn Boucké,<40,2016BOUC01,13.00,16.01,15.90,11.84,14.12,11.84,14.34,https://www.facebook.com/events/261213032615951/permalink/266175712119683,
Ed Connell,<40,2018CONN04,16.97,16.20,15.92,16.36,16.83,15.92,16.46,https://www.facebook.com/events/261213032615951/permalink/265375388866382,
Geoff Hartnell,40+,2017HART06,19.00,13.76,21.10,17.05,14.75,13.76,16.93,https://www.facebook.com/events/261213032615951/permalink/266312122106042,
Jason Green,40+,2016GREE02,16.19,18.47,18.49,20.28,18.48,16.19,18.48,https://www.facebook.com/jasongreenbowler/videos/445434570349082,Not good!
Pete Lee,<40,2018LEEP04,17.45,15.46,19.16,19.09,19.86,15.46,18.57,https://www.facebook.com/events/261213032615951/permalink/266093355461252,
Toby Chamberlain,40+,,31.43,18.60,25.75,26.25,18.83,18.60,23.61,https://www.facebook.com/520891933/videos/227538746139505,
Huy Nguyen,40+,2019NGUY29,19.33,27.76,16.37,24.47,39.77,16.37,23.85,https://www.facebook.com/events/261213032615951/permalink/265570402180214,
Rodney Gardner,50+,2019GARD02,30.01,23.39,28.51,21.69,24.89,21.69,25.60,https://www.facebook.com/events/261213032615951/permalink/270074341729820,
Daniel Smith,50+,2018SMIT42,22.00,26.10,26.31,31.69,26.04,22.00,26.15,https://www.facebook.com/events/261213032615951/permalink/269620588441862,
Lisa Kucala,50+,2019KUCA01,28.64,23.29,30.89,25.70,29.03,23.29,27.79,https://www.facebook.com/events/261213032615951/permalink/266968842040370,
Mickey Doyle,40+,2021DOYL02,33.10,34.07,31.63,37.61,34.70,31.63,33.96,https://www.facebook.com/events/261213032615951/permalink/269499881787266,
Jae Park,50+,2015PARK24,38.07,40.03,41.34,26.82,29.31,26.82,35.80,https://www.facebook.com/events/261213032615951/permalink/265784032158851,
