Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,10.18,9.91,11.68,11.54,11.72,9.91,11.13,https://www.facebook.com/events/2846210318979915/permalink/2850447045222909,
Shawn Boucké,<40,2016BOUC01,14.11,12.80,14.09,11.51,14.46,11.51,13.67,https://www.facebook.com/events/2846210318979915/permalink/2849517125315901,
Fumiki Koseki,40+,2005KOSE01,14.77,21.54,15.41,16.54,16.16,14.77,16.04,https://www.facebook.com/events/2846210318979915/permalink/2850778545189759,
Ed Connell,<40,2018CONN04,15.88,17.30,17.84,16.54,17.87,15.88,17.23,https://www.facebook.com/events/2846210318979915/permalink/2850026741931606,
Geoff Hartnell,40+,2017HART06,20.11,20.43,22.10,20.41,19.72,19.72,20.32,https://www.facebook.com/events/2846210318979915/permalink/2848739968726950,
Yi-Wei Chen,40+,2020CHEN34,19.66,16.54,DNF,20.97,25.75,16.54,22.13,https://www.facebook.com/events/2846210318979915/permalink/2849476401986640,
Anthony Rochester,40+,2019ROCH03,27.88,22.41,24.66,18.37,21.03,18.37,22.70,https://www.facebook.com/events/2846210318979915/permalink/2848146662119614,
Pete Lee,<40,2018LEEP04,17.01,46.34,20.66,18.39,30.21,17.01,23.09,https://www.facebook.com/events/2846210318979915/permalink/2847925438808403,
Daniel Smith,50+,2018SMIT42,23.49,22.34,29.11,22.04,26.58,22.04,24.13,https://www.facebook.com/events/2846210318979915/permalink/2850254278575519,
Lisa Kucala,50+,2019KUCA01,29.96,42.99,25.86,28.27,33.50,25.86,30.58,https://www.facebook.com/events/749806039307047/permalink/756865418601109,
Jae Park,50+,2015PARK24,50.74,36.44,32.38,39.80,38.84,32.38,38.36,https://www.facebook.com/events/2846210318979915/permalink/2850216875245926,
Leo Arroyo,40+,,56.54,58.98,52.37,51.81,55.38,51.81,54.77,https://www.facebook.com/events/2846210318979915/permalink/2849654928635454,
