Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,13.83,18.92,13.83,11.75,14.43,11.75,14.03,https://www.facebook.com/events/559779533112258/permalink/568303195593225,
Glyn Brown,40+,2023BROW47,17.12,16.65,17.68,14.50,19.53,14.50,17.15,https://www.facebook.com/events/559779533112258/permalink/564075696015975,
Toby Chamberlain,50+,2022CHAM03,17.04,19.33,16.71,14.46,17.80,14.46,17.18,https://www.facebook.com/events/559779533112258/permalink/569634805460064,
Pete Lee,40+,2018LEEP04,20.65,23.42,20.16,18.47,19.53,18.47,20.11,https://www.facebook.com/events/559779533112258/permalink/569938212096390,
Shen Flindell,50+,2023FLIN02,22.88,21.29,18.80,16.36,21.70,16.36,20.60,https://www.facebook.com/745394767/videos/491919300483033,
Mickey Doyle,50+,2021DOYL02,21.41,25.65,23.06,23.22,25.11,21.41,23.80,https://www.facebook.com/events/559779533112258/permalink/567561199000758,
Lisa Kucala,60+,2019KUCA01,23.30,22.35,30.41,31.60,28.52,22.35,27.41,https://www.facebook.com/events/559779533112258/permalink/570185265405018,
Dan Smith,50+,2018SMIT42,24.23,27.20,27.64,27.88,27.82,24.23,27.55,https://www.facebook.com/events/559779533112258/permalink/566110482479163,
Adam Leyton,40+,2024LEYT01,28.90,46.23,28.93,24.14,27.10,24.14,28.31,https://www.facebook.com/events/559779533112258/permalink/565398719217006,
Kristina Lim,50+,2022LIMK02,44.51,36.63,31.65,33.04,43.43,31.65,37.70,https://www.facebook.com/1045330593/videos/3827506827517099,
