Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,11,10,48:08,https://www.facebook.com/events/1794629137825918/permalink/1803129416975890,
Peter Andersson,60+,2013ANDE01,11,6,53:09,https://www.facebook.com/events/1794629137825918/permalink/1801992667089565,
Toby Chamberlain,50+,2022CHAM03,9,3,45:55,https://www.facebook.com/events/1794629137825918/permalink/1803180360304129,
