Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,12.18,11.67,8.92,12.56,9.39,8.92,11.08,https://www.facebook.com/events/1261538608778309/permalink/1272149734383863,
Daniel Houghton,40+,2016HOUG03,16.13,12.17,15.50,15.01,16.56,12.17,15.55,https://www.facebook.com/events/1261538608778309/permalink/1272361074362729,
Toby Chamberlain,50+,2022CHAM03,16.15,15.91,15.43,21.29,17.37,15.43,16.48,https://www.facebook.com/events/1261538608778309/permalink/1271930211072482,
Shen Flindell,50+,2023FLIN02,22.87,17.35,14.37,17.49,16.09,14.37,16.98,https://www.facebook.com/events/1261538608778309/permalink/1267766701488833,
Fred Johnson,<40,2006JOHN01,15.50,23.33,17.33,21.96,19.67,15.50,19.65,https://www.facebook.com/frederick.g.johnson/videos/602110896303937,
Mickey Doyle,50+,2021DOYL02,21.24,20.71,23.85,25.74,28.26,20.71,23.61,https://www.facebook.com/events/1261538608778309/permalink/1272477447684425,
Dan Smith,50+,2018SMIT42,24.83,23.99,27.03,25.50,26.81,23.99,25.71,https://www.facebook.com/events/1261538608778309/permalink/1272198377712332,
Lisa Kucala,60+,2019KUCA01,26.69,26.25,24.36,36.41,27.63,24.36,26.86,https://www.facebook.com/events/1261538608778309/permalink/1266900968242073,
Kristina Lim,50+,2022LIMK02,39.33,31.88,35.94,33.82,36.60,31.88,35.45,https://www.facebook.com/events/1261538608778309/permalink/1272174867714683,
Joe Kucala,60+,2022KUCA01,45.66,38.64,38.20,52.59,37.24,37.24,40.83,https://www.facebook.com/events/1261538608778309/permalink/1266216931643810,
