Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,4:35.15,4:42.95,4:23.01,4:23.01,4:33.70,https://www.facebook.com/events/202563571576862/permalink/207374407762445,
Geoff Hartnell,40+,2017HART06,6:31.03,6:13.06,5:34.72,5:34.72,6:06.27,https://www.facebook.com/events/202563571576862/permalink/203804311452788,
Pete Lee,<40,2018LEEP04,6:58.33,6:09.35,6:54.97,6:09.35,6:40.88,https://www.facebook.com/events/202563571576862/permalink/203177928182093,
