Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Greg Simmons,<40,,8.83,9.37,9.91,9.63,9.19,8.83,9.40,https://www.facebook.com/events/415132489930417/permalink/419968822780117,
Fumiki Koseki,40+,2005KOSE01,11.22,16.06,11.25,13.23,DNF,11.22,13.51,https://www.facebook.com/events/415132489930417/permalink/419471726163160,
Enrymar Cisneros,<40,2013CISN01,17.44,19.26,16.60,19.43,17.88,16.60,18.19,https://www.facebook.com/events/415132489930417/permalink/420075362769463,
Ed Connell,<40,2018CONN04,22.58,20.33,14.28,17.26,17.45,14.28,18.35,https://www.facebook.com/events/415132489930417/permalink/419691802807819,
