Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,10.56,12.07,10.20,10.74,10.73,10.20,10.68,https://www.facebook.com/events/208105634636421/permalink/216458953801089,
Shawn Boucké,<40,2016BOUC01,13.04,18.30,11.05,13.06,12.96,11.05,13.02,https://www.facebook.com/events/208105634636421/permalink/208752121238439,
Ed Connell,<40,2018CONN04,17.23,14.32,15.82,12.48,15.20,12.48,15.11,https://www.facebook.com/events/208105634636421/permalink/215865547193763,
Geoff Hartnell,40+,2017HART06,17.75,16.53,18.21,13.77,17.15,13.77,17.14,https://www.facebook.com/events/208105634636421/permalink/211159084331076,
Pete Lee,<40,2018LEEP04,17.00,20.54,19.44,14.37,18.69,14.37,18.38,https://www.facebook.com/events/208105634636421/permalink/212192064227778,
Rodney Gardner,50+,2019GARD02,20.03,26.59,16.45,17.70,25.84,16.45,21.19,https://www.facebook.com/events/208105634636421/permalink/215411223905862,
JM Tambaoan,40+,,23.77,22.39,16.64,32.86,17.78,16.64,21.31,https://www.facebook.com/events/208105634636421/permalink/216450407135277,
Toby Chamberlain,40+,,18.38,22.36,30.40,23.23,24.93,18.38,23.51,https://www.facebook.com/520891933/videos/865740850725704,
Huy Nguyen,40+,2019NGUY29,23.48,19.38,23.33,32.05,25.26,19.38,24.02,https://www.facebook.com/events/208105634636421/permalink/212342804212704,
Daniel Smith,50+,2018SMIT42,24.97,38.65,26.71,22.60,25.44,22.60,25.71,https://www.facebook.com/events/208105634636421/permalink/216685413778443,
Lisa Kucala,50+,2019KUCA01,28.95,25.43,26.14,27.62,25.53,25.43,26.43,https://www.facebook.com/events/208105634636421/permalink/214637967316521,
Yi-Wei Chen,40+,2020CHEN34,19.56,27.30,23.74,32.08,46.04,19.56,27.71,https://www.facebook.com/events/208105634636421/permalink/211508570962794,
Jae Park,50+,2015PARK24,30.10,39.62,30.94,33.70,31.09,30.10,31.91,https://www.facebook.com/events/208105634636421/permalink/216790703767914,
Chris Thames,<40,2019THAM05,34.72,34.64,29.35,29.94,44.95,29.35,33.10,https://www.facebook.com/events/208105634636421/permalink/209760061137645,
Mickey Doyle,40+,,30.80,40.23,29.60,26.73,43.70,26.73,33.54,https://www.facebook.com/events/208105634636421/permalink/216610760452575,
