Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,13,10,57:19,https://www.facebook.com/events/1566161268394096/permalink/1570106751332881,
Fred Johnson,<40,2006JOHN01,9,6,59:31,https://www.facebook.com/frederick.g.johnson/videos/965365062868199,
Toby Chamberlain,50+,2022CHAM03,13,6,58:19,https://www.facebook.com/events/1566161268394096/permalink/1572819914394898,
