Name,Age,WCA ID,Solve 1 8,Solve 2 8,Solve 3 8,Solve 4 6,Solve 5 6,Best,Average,Link,Comment
Pete Lee,40+,2018LEEP04,1:11.18,1:10.37,1:07.79,1:17.55,1:20.24,1:07.79,1:13.03,https://www.facebook.com/events/1001721899173992/permalink/1006530168693165,
Veronika Rose,40+,2024ROSE02,1:36.60,1:32.68,1:38.41,1:40.05,1:54.47,1:32.68,1:38.35,https://www.facebook.com/events/1001721899173992/permalink/1005665378779644,
Shen Flindell,50+,2023FLIN02,1:37.96,1:51.13,1:55.48,1:49.90,1:58.60,1:37.96,1:52.17,https://www.facebook.com/events/1001721899173992/permalink/1003528502326665,
