Name,Age,WCA ID,Solve 1 13,Solve 2 13,Solve 3 13,Best,Average,Link,Comment
Doug Li,40+,2003LIDO01,22,24,22,22,22.67,https://www.facebook.com/events/964353809653896/permalink/970617035694240,
Shawn Boucké,<40,2016BOUC01,28,23,25,23,25.33,https://www.facebook.com/events/964353809653896/permalink/968517635904180,
Richard Taylor,50+,2015TAYL04,DNF,DNF,29,29,DNF,https://www.facebook.com/events/964353809653896/permalink/971573855598558,
Shen Flindell,50+,2023FLIN02,DNF,33,31,31,DNF,https://www.facebook.com/events/964353809653896/permalink/968638612558749,
