Name,Age,WCA ID,Solve 1 9,Solve 2 9,Solve 3 9,Solve 4 7,Solve 5 7,Best,Average,Link,Comment
Veronika Rose,40+,2024ROSE02,8.83,7.01,19.26,14.00,9.76,7.01,10.86,https://www.facebook.com/events/4372377343005357/permalink/4375442669365491,
Danielle Kay,40+,2023KAYD01,13.16,10.85,11.19,14.43,11.97,10.85,12.11,https://www.facebook.com/events/4372377343005357/permalink/4385192485057176,
Shen Flindell,50+,2023FLIN02,10.06,12.83,13.14,17.20,15.43,10.06,13.80,https://www.facebook.com/events/4372377343005357/permalink/4376756622567429,
