Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,2:54.06,3:08.69,2:48.98,2:48.98,2:57.24,https://www.facebook.com/events/1288541999532027/permalink/1296292075423686,
Fred Johnson,<40,2006JOHN01,3:01.94,3:33.07,3:15.88,3:01.94,3:16.96,https://www.facebook.com/frederick.g.johnson/videos/1513535147159481,
Danielle Kay,40+,2023KAYD01,5:07.38,4:50.97,DNS,4:50.97,DNF,https://www.facebook.com/events/1288541999532027/permalink/1294216935631200,
