Name,Age,WCA ID,Solve 1 3,Solve 2 3,Solve 3 3,Solve 4 3,Solve 5 3,Best,Average,Link,Comment
Fred Johnson,<40,2006JOHN01,56.47,1:01.45,1:03.33,52.31,1:04.09,52.31,1:00.42,https://www.facebook.com/frederick.g.johnson/videos/1781044166198013,
Shen Flindell,50+,2023FLIN02,58.45,1:01.13,56.72,1:10.47,1:05.91,56.72,1:01.83,https://www.facebook.com/events/1288541999532027/permalink/1297843555268538,
Danielle Kay,40+,2023KAYD01,1:31.50,1:42.99,1:29.14,1:39.33,1:07.36,1:07.36,1:33.32,https://www.facebook.com/events/1288541999532027/permalink/1298094375243456,
