Name,Age,WCA ID,Solve 1 12,Solve 2 12,Solve 3 12,Solve 4 10,Solve 5 10,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,12.07,9.49,DNF,9.18,10.67,9.18,10.74,https://www.facebook.com/events/4372377343005357/permalink/4385016605074764,
Danielle Kay,40+,2023KAYD01,12.09,10.66,16.70,9.69,8.69,8.69,10.81,https://www.facebook.com/events/4372377343005357/permalink/4385167678392990,
Veronika Rose,40+,2024ROSE02,12.39,12.57,DNF,13.58,12.41,12.39,12.85,https://www.facebook.com/events/4372377343005357/permalink/4375420532701038,
