Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,10,7,53:54,https://www.facebook.com/events/1664747170892797/permalink/1672519506782230,
Toby Chamberlain,50+,2022CHAM03,7,3,29:32,https://www.facebook.com/events/1664747170892797/permalink/1673946769972837,
