Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,23.07,18.10,14.90,18.68,12.06,12.06,17.23,https://www.facebook.com/events/2135590763616965/permalink/2142702572905784,
Toby Chamberlain,50+,2022CHAM03,19.92,17.54,17.39,16.41,18.50,16.41,17.81,https://www.facebook.com/events/2135590763616965/permalink/2146833165826058,
Shen Flindell,50+,2023FLIN02,16.40,19.56,19.72,20.22,19.53,16.40,19.60,https://www.facebook.com/events/2135590763616965/permalink/2139811329861575,
Pete Lee,40+,2018LEEP04,15.75,22.68,19.70,20.67,19.81,15.75,20.06,https://www.facebook.com/events/2135590763616965/permalink/2146445229198185,
Lisa Kucala,60+,2019KUCA01,26.01,21.53,23.29,21.05,24.97,21.05,23.26,https://www.facebook.com/events/2135590763616965/permalink/2146579829184725,
Mickey Doyle,50+,2021DOYL02,24.66,17.07,29.61,26.32,22.21,17.07,24.40,https://www.facebook.com/events/2135590763616965/permalink/2147244859118222,
Dan Smith,50+,2018SMIT42,26.41,33.51,28.61,24.15,27.17,24.15,27.40,https://www.facebook.com/events/2135590763616965/permalink/2144126632763378,
Kristina Lim,50+,2022LIMK02,33.35,38.42,58.00,39.78,33.38,33.35,37.19,https://www.facebook.com/events/2135590763616965/permalink/2147612522414789,
Joe Kucala,60+,2022KUCA01,49.07,37.71,43.82,43.26,36.65,36.65,41.60,https://www.facebook.com/events/2135590763616965/permalink/2144987472677294,
J.M. Gerardo,50+,2022GERA05,43.03,1:05.42,34.62,39.55,51.84,34.62,44.81,https://www.facebook.com/events/2135590763616965/permalink/2143920682783973,
