Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,29,26,28,26,27.67,https://www.facebook.com/events/1407577470408937/permalink/1408407696992581,
Lisa Kucala,60+,2019KUCA01,71,59,69,59,66.33,https://www.facebook.com/events/1407577470408937/permalink/1414094933090524,
Shen Flindell,50+,2023FLIN02,DNF,43,33,33,DNF,https://www.facebook.com/events/1407577470408937/permalink/1411961003303917,
Kristina Lim,50+,2022LIMK02,35,DNS,DNS,35,DNF,https://www.facebook.com/events/1407577470408937/permalink/1418990179267666,
