Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Ed Connell,<40,2018CONN04,1:15.01,1:09.65,1:01.09,1:08.07,1:03.05,1:01.09,1:06.92,https://www.facebook.com/events/2729568740635198/permalink/2733790096879729,
Pete Lee,<40,2018LEEP04,1:07.11,1:07.20,1:21.18,1:04.38,1:09.77,1:04.38,1:08.02,https://www.facebook.com/events/2729568740635198/permalink/2731322673793138,
Andy Nicholls,40+,2015NICH04,1:09.89,1:06.46,1:08.51,1:18.35,1:07.39,1:06.46,1:08.60,https://www.facebook.com/events/2729568740635198/permalink/2731163023809103,
Rob Peters,40+,2016PETE06,1:16.15,1:07.95,1:14.12,1:05.89,1:01.43,1:01.43,1:09.32,https://www.facebook.com/events/2729568740635198/permalink/2729973630594709,
Geoff Hartnell,40+,2017HART06,1:09.13,1:06.61,1:11.63,1:15.37,1:11.43,1:06.61,1:10.73,https://www.facebook.com/events/2729568740635198/permalink/2730653610526711,
Aaron Cumes,40+,2018CUME02,1:19.11,1:06.82,1:19.94,1:11.55,1:08.85,1:06.82,1:13.17,https://www.facebook.com/events/2729568740635198/permalink/2731376977121041,PB AO5 🔥🔥🔥🔥
Daniel Smith,50+,2018SMIT42,1:34.18,1:22.93,1:38.37,1:24.55,1:16.36,1:16.36,1:27.22,https://www.facebook.com/events/2729568740635198/permalink/2734110893514316,
Jan Adams-Fielding,40+,,1:42.26,1:56.87,1:45.43,DNS,DNS,1:42.26,1:48.18,https://www.facebook.com/events/2729568740635198/permalink/2734955343429871,
Joshua Riegel,<30,2019RIEG02,2:04.50,1:45.48,1:53.35,DNS,DNS,1:45.48,1:54.44,https://www.facebook.com/events/2729568740635198/permalink/2733254636933275,Off week for 4x4
Chris Thames,<40,2019THAM05,2:14.08,2:18.85,2:23.90,DNS,DNS,2:14.08,2:18.94,https://www.facebook.com/events/2729568740635198/permalink/2733194133605992,
