Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Go-ho Choi,<40,2007GOHO01,2:37.68,2:38.55,2:45.65,2:37.68,2:40.63,https://www.facebook.com/events/2729568740635198?view=permalink&id=2730916483833757,
Andy Nicholls,40+,2015NICH04,3:44.82,3:35.15,3:31.05,3:31.05,3:37.01,https://www.facebook.com/events/2729568740635198?view=permalink&id=2731161373809268,
Geoff Hartnell,40+,2017HART06,4:10.60,4:10.24,4:46.89,4:10.24,4:22.58,https://www.facebook.com/events/2729568740635198?view=permalink&id=2730685737190165,
Pete Lee,<40,2018LEEP04,4:58.08,4:59.56,DNS,4:58.08,DNF,https://www.facebook.com/events/2729568740635198?view=permalink&id=2730389147219824,
