Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,14.28,13.35,13.72,12.36,16.09,12.36,13.78,https://www.facebook.com/events/461056852143654/permalink/469563931292946,
Pete Lee,<40,2018LEEP04,17.92,17.53,18.54,19.28,23.16,17.53,18.58,https://www.facebook.com/events/461056852143654/permalink/469296494653023,
Chris Looney,<40,,22.15,19.88,19.87,19.03,DNF,19.03,20.63,https://www.facebook.com/chris.looney/videos/5106588689364805,Wrong PLL led to DNF on last solve
Toby Chamberlain,40+,,20.84,21.37,16.95,DNF,20.82,16.95,21.01,https://www.facebook.com/520891933/videos/274982984566998,"Had to split the video to upload, last two solves at https://www.facebook.com/520891933/videos/937735150436674/"
Matthew Hart,<40,2019HART11,18.43,20.28,22.25,26.98,22.22,18.43,21.58,https://www.facebook.com/events/461056852143654/permalink/461692712080068,
Rodney Gardner,50+,2019GARD02,20.84,22.39,24.13,22.69,21.65,20.84,22.24,https://www.facebook.com/events/461056852143654/permalink/465249478391058,
Lisa Kucala,50+,2019KUCA01,21.66,20.58,22.16,26.95,25.25,20.58,23.02,https://www.facebook.com/events/461056852143654/permalink/462158532033486,
Ed Connell,<40,2018CONN04,22.48,32.46,24.07,23.79,26.82,22.48,24.89,https://www.facebook.com/events/461056852143654/permalink/465058385076834,
Daniel Smith,50+,2018SMIT42,26.60,28.70,23.94,24.46,25.96,23.94,25.67,https://www.facebook.com/events/461056852143654/permalink/468977054684967,
Mickey Doyle,40+,2021DOYL02,37.86,38.67,39.24,43.78,58.06,37.86,40.56,https://www.facebook.com/events/461056852143654/permalink/469450167970989,
Eric Dodson,40+,2021DODS01,41.52,45.06,37.33,46.11,34.99,34.99,41.30,https://www.facebook.com/events/461056852143654/permalink/469605721288767,
