Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,9.64,10.44,7.56,6.17,10.80,6.17,9.21,https://www.facebook.com/events/1071902263370982/permalink/1080482649179610,
Chris Looney,<40,,9.46,10.75,7.38,9.28,21.35,7.38,9.83,https://www.facebook.com/chris.looney/videos/453198489695363,Plus two on fourth solve and major freeze up in last solve.
Daniel Smith,50+,2018SMIT42,10.07,13.76,9.92,12.02,9.14,9.14,10.67,https://www.facebook.com/events/1071902263370982/permalink/1079911655903376,
Lisa Kucala,50+,2019KUCA01,10.40,11.82,11.37,11.15,12.57,10.40,11.45,https://www.facebook.com/events/1071902263370982/permalink/1076309199596955,
