Name,Age,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Yi-Wei Chen,40+,DNF,DNF,DNS,DNF,DNF,https://www.facebook.com/events/1309332129493315/permalink/1310387712721090,
