Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,26,25,26,25,25.67,https://www.facebook.com/events/752385294068410/permalink/753704620603144,
Zach Nahlik,<40,,30,32,32,30,31.33,https://www.facebook.com/events/752385294068410/permalink/757124993594440,
Shen Flindell,50+,2023FLIN02,38,35,34,34,35.67,https://www.facebook.com/events/752385294068410/permalink/755122800461326,
Richard Taylor,50+,2015TAYL04,28,39,43,28,36.67,https://www.facebook.com/events/752385294068410/permalink/759319270041679,
Lisa Kucala,60+,2019KUCA01,51,60,66,51,59.00,https://www.facebook.com/events/752385294068410/permalink/763321762974763,
