Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,11,8,1:00:00,https://www.facebook.com/events/2042507039488694/permalink/2050816165324448,
Toby Chamberlain,50+,2022CHAM03,9,4,39:30,https://www.facebook.com/events/2042507039488694/permalink/2049906498748748,
