Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Michael George,40+,2015GEOR02,14.38,21.12,12.54,13.11,15.99,12.54,14.49,https://www.facebook.com/events/722150235200875/permalink/725758621506703/,"Messed up my cross on the second solve, undid the moves and started again!"
Raimon Schaap,<30,,21.19,13.61,17.69,15.79,16.42,13.61,16.63,https://www.facebook.com/events/722150235200875/permalink/725466964869202/,
Ed Connell,<40,2018CONN04,22.24,15.69,18.07,16.78,16.36,15.69,17.07,https://www.facebook.com/events/722150235200875/permalink/724947131587852/,"Bad start, decent avg."
Geoff Hartnell,40+,2017HART06,23.59,17.76,17.17,18.12,17.76,17.17,17.88,https://www.facebook.com/events/722150235200875/permalink/724913998257832/,
Thierry Boisivon,40+,2011BOIS01,18.21,14.53,23.87,19.40,18.20,14.53,18.60,https://www.facebook.com/events/722150235200875/permalink/725625921519973/,
Andy Nicholls,40+,2015NICH04,19.19,17.23,22.77,19.64,18.70,17.23,19.18,https://www.facebook.com/events/722150235200875/permalink/726570024758896/,
Newton Nguyen,<10,2019NGUY30,23.98,17.55,DNF,16.43,17.52,16.43,19.68,https://www.facebook.com/events/722150235200875/permalink/726311081451457/,
Pete Lee,<40,2018LEEP04,19.20,18.59,21.43,19.55,20.58,18.59,19.77,https://www.facebook.com/events/722150235200875/permalink/725678068181425/,
Aaron Cumes,40+,2018CUME02,18.15,19.90,22.19,39.77,19.88,18.15,20.65,https://www.facebook.com/events/722150235200875/permalink/722229618526270/,
Jamie Brady (Deansie),<40,,24.96,32.79,25.07,25.60,21.22,21.22,25.21,https://www.facebook.com/events/722150235200875/permalink/726185618130670/,
Huy Nguyen,40+,2019NGUY29,26.32,27.62,24.49,DNF,24.28,24.28,26.14,https://www.facebook.com/events/722150235200875/permalink/726311081451457/,
Jan Adams-Fielding,40+,,27.34,26.37,28.00,25.02,30.53,25.02,27.24,https://www.facebook.com/jan.adamsfielding/videos/10157164613566889/,"My fastest 3x3 Ao5 to date, very pleased :)"
Robert Summerfield,50+,,28.32,22.68,29.15,26.29,27.40,22.68,27.34,https://www.facebook.com/rob.summerfield.33/videos/10158190891251071/,
Joshua Riegel,<30,2019RIEG02,28.37,25.53,32.76,31.34,27.55,25.53,29.09,https://www.facebook.com/events/722150235200875/permalink/725666218182610/,
Lisa Kucala,50+,2019KUCA01,27.98,31.00,31.86,25.22,33.02,25.22,30.28,https://www.facebook.com/events/722150235200875/permalink/726579611424604/,
Daniel Smith,50+,2018SMIT42,36.84,29.79,28.67,30.39,31.44,28.67,30.54,https://www.facebook.com/events/722150235200875/permalink/726725404743358/,
Joffie Berkowitz,50+,2016BERK01,31.31,45.40,32.43,31.11,27.14,27.14,31.62,https://www.facebook.com/joffie.berkowitz/videos/10163827533980128/,
Chris Thames,<40,2019THAM05,36.08,32.94,41.10,44.10,33.06,32.94,36.74,https://www.facebook.com/events/722150235200875/permalink/725028471579718/,
Jae Park,40+,2015PARK24,37.08,39.67,38.62,38.71,38.61,37.08,38.65,https://www.facebook.com/events/722150235200875/permalink/722975191785046/,Sighted BLD
Marcel Balzer,40+,,38.14,50.19,50.50,1:07.45,1:27.79,38.14,56.04,https://www.facebook.com/events/722150235200875/permalink/723006718448560/,
