Name,Age,Average,Best,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Link,Comment
Michael George,40+,5.28,4.61,5.28,DNF,4.99,4.61,5.56,https://www.facebook.com/events/535188653858103/permalink/535313977178904/,
Ciro Vignotto,50+,5.74,3.87,5.44,5.74,6.05,3.87,10.22,https://www.facebook.com/events/535188653858103/permalink/535791083797860/,
Anthony Rochester,40+,7.16,3.34,5.73,8.32,7.44,3.34,12.34,https://www.facebook.com/events/535188653858103/permalink/535220337188268/,
Thierry Boisivon,40+,7.27,3.18,5.41,8.55,8.36,3.18,8.03,https://www.facebook.com/events/535188653858103/permalink/536874390356196/,
Lisa Kucala,50+,10.31,6.67,9.51,14.80,12.00,6.67,9.43,https://www.facebook.com/events/535188653858103/permalink/536101970433438/,
Pete Lee,<40,10.92,6.27,12.82,6.27,11.44,8.51,DNF,https://www.facebook.com/events/535188653858103/permalink/537622746948027/,
