Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Dan Smith,50+,2018SMIT42,25.48,21.92,22.61,24.28,24.92,21.92,23.94,https://www.facebook.com/events/290406996735190/permalink/295277536248136,
Mickey Doyle,50+,2021DOYL02,40.40,33.81,48.45,44.03,38.06,33.81,40.83,https://www.facebook.com/events/290406996735190/permalink/297249952717561,
Lisa Kucala,50+,2019KUCA01,1:09.94,51.48,2:31.50,56.29,55.16,51.48,1:00.46,https://www.facebook.com/events/290406996735190/permalink/295850049524218,
Gordon Holey,40+,2021HOLE01,59.62,55.00,1:03.98,1:18.65,DNF,55.00,1:07.42,https://www.facebook.com/events/290406996735190/permalink/296233549485868,
JM Tambaoan,40+,,1:09.84,1:33.81,48.64,1:25.29,1:15.96,48.64,1:17.03,https://www.facebook.com/events/290406996735190/permalink/297284789380744,
