Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Jae Park,50+,2015PARK24,DNF,DNF,47.88,47.88,DNF,https://www.facebook.com/events/860999258013341/permalink/865595654220368,
Grzegorz Pacewicz,40+,,1:08.96,DNF,DNF,1:08.96,DNF,https://www.facebook.com/events/860999258013341/permalink/867182454061688,
Huy Nguyen,40+,2019NGUY29,1:56.90,1:36.34,DNF,1:36.34,DNF,https://www.facebook.com/events/860999258013341/permalink/867900303989903,
Ed Connell,<40,2018CONN04,3:27.07,DNF,DNF,3:27.07,DNF,https://www.facebook.com/events/860999258013341/permalink/865260154253918,
Anthony Rochester,40+,2019ROCH03,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/860999258013341/permalink/863293111117289,
