Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
David Roche,50+,2014ROCH07,23,29,26,23,26.00,https://www.facebook.com/events/758758925188582/permalink/764702044594270,
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,33,35,33,33,33.67,https://www.facebook.com/events/758758925188582/permalink/759896905074784,
