Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,50.97,1:18.16,48.35,1:39.26,53.63,48.35,1:00.92,https://www.facebook.com/events/1544874610097824/permalink/1552012339384051,
Michael Orger,50+,2024ORGE01,1:31.31,41.95,1:02.39,1:23.52,1:00.50,41.95,1:08.80,https://www.facebook.com/events/1544874610097824/permalink/1548043256447626,
Paweł Zok,40+,2024ZOKP01,1:10.60,2:25.43,1:08.15,1:21.87,1:06.92,1:06.92,1:13.54,https://www.facebook.com/events/1544874610097824/permalink/1548023336449618,
Lisa Kucala,60+,2019KUCA01,57.46,1:03.26,1:40.96,1:03.60,1:33.98,57.46,1:13.61,https://www.facebook.com/events/1544874610097824/permalink/1553769559208329,
