Name,Age,WCA ID,Solve 1 13,Solve 2 13,Solve 3 13,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,39,29,32,29,33.33,https://www.facebook.com/events/3755286667938839/permalink/3767804220020417,
Kristina Lim,50+,2022LIMK02,DNF,36,DNS,36,DNF,https://www.facebook.com/events/3755286667938839/permalink/3762591630541676,
