Name,Age,WCA ID,Solve 1 14,Solve 2 14,Solve 3 14,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,1:19.80,2:30.90,1:55.10,1:19.80,1:55.27,https://www.facebook.com/events/2094546651362398/permalink/2096281281188935,
Toby Chamberlain,50+,2022CHAM03,DNF,1:48.66,DNF,1:48.66,DNF,https://www.facebook.com/events/2094546651362398/permalink/2104130803737316,
Daniel Houghton,40+,2016HOUG03,2:13.81,2:35.38,DNF,2:13.81,DNF,https://www.facebook.com/events/25201027762872988/permalink/25421519584157137,
Michael Orger,50+,2024ORGE01,6:04.25,4:11.07,5:26.85,4:11.07,5:14.06,https://www.facebook.com/events/2094546651362398/permalink/2098372690979794,
