Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,12,10,56:07,https://www.facebook.com/events/2094546651362398/permalink/2103524880464575,
Toby Chamberlain,50+,2022CHAM03,9,6,43:21,https://www.facebook.com/events/2094546651362398/permalink/2102631253887271,
